Fecha,WDC,INTC,AMD
2025-10-27,38.88,34.69,54.75
2025-10-28,38.35,33.86,56.6
2025-10-29,38.96,34.14,54.24
2025-10-30,39.4,34.31,53.75
2025-10-31,38.22,34.27,52.47
2025-11-03,38.29,34.31,52.0
2025-11-04,39.04,34.27,52.79
2025-11-05,39.41,34.88,51.4
2025-11-06,39.12,35.46,51.64
2025-11-07,40.09,35.93,51.02
2025-11-10,40.88,35.76,52.42
2025-11-11,42.55,36.46,55.8
2025-11-12,41.11,36.1,55.42
2025-11-13,40.76,36.34,54.87
2025-11-14,41.76,36.98,55.53
2025-11-17,40.83,37.34,56.61
2025-11-18,41.16,37.35,58.86
2025-11-19,40.67,37.1,59.99
2025-11-20,41.15,37.67,59.54
2025-11-21,39.97,36.83,58.85
2025-11-24,40.68,37.35,55.89
2025-11-25,41.16,37.28,54.28
2025-11-26,43.16,37.46,55.57
2025-11-27,45.6,37.06,54.98
2025-11-28,47.11,36.19,55.12
2025-12-01,47.16,36.81,55.77
2025-12-02,46.22,37.46,57.12
2025-12-03,45.16,36.99,56.31
2025-12-04,44.03,37.69,55.83
2025-12-05,43.77,36.98,55.24
2025-12-08,45.21,37.48,52.76
2025-12-09,44.23,37.9,52.05
2025-12-10,43.71,37.31,50.14
2025-12-11,43.81,37.05,51.77
2025-12-12,43.75,36.41,52.8
2025-12-15,45.05,35.92,50.31
2025-12-16,44.59,35.04,52.64
2025-12-17,43.24,34.83,54.84
2025-12-18,44.07,34.51,53.67
2025-12-19,43.91,34.36,55.94
2025-12-22,43.77,33.52,57.51
2025-12-23,44.77,33.38,58.79
2025-12-24,44.83,32.65,58.68
2025-12-25,43.71,32.27,57.17
2025-12-26,44.04,32.38,55.09
2025-12-29,43.16,32.37,55.83
2025-12-30,43.24,31.08,57.87
2025-12-31,44.93,31.97,58.78
2026-01-01,45.6,31.59,59.12
2026-01-02,44.48,31.65,56.78
2026-01-05,45.06,31.45,58.03
2026-01-06,45.25,31.19,59.43
2026-01-07,44.09,31.03,58.56
2026-01-08,44.82,30.99,59.04
2026-01-09,45.35,29.68,57.54
2026-01-12,45.47,30.21,58.49
2026-01-13,46.79,30.09,58.68
2026-01-14,46.29,29.85,57.35
2026-01-15,45.74,29.75,56.33
2026-01-16,45.78,28.77,57.03
2026-01-19,45.97,29.0,56.32
2026-01-20,45.46,29.51,56.1
2026-01-21,47.46,28.76,55.74
2026-01-22,46.29,28.35,54.54
2026-01-23,45.81,28.74,52.82
2026-01-26,46.44,28.0,52.25
2026-01-27,47.79,28.23,52.67
2026-01-28,48.46,28.52,53.62
2026-01-29,49.97,27.98,53.54
2026-01-30,50.68,28.36,54.41
2026-02-02,52.15,28.1,52.38
2026-02-03,53.62,28.09,51.6
2026-02-04,53.67,27.87,53.08
2026-02-05,54.73,28.03,53.91
2026-02-06,54.78,28.54,50.37
2026-02-09,53.39,28.52,49.81
2026-02-10,52.28,28.83,48.47
2026-02-11,52.54,28.89,48.57
2026-02-12,51.59,28.79,50.27
2026-02-13,52.22,29.29,50.18
2026-02-16,50.28,29.04,49.99
2026-02-17,51.73,29.63,50.61
2026-02-18,50.76,29.69,50.27
2026-02-19,50.5,29.03,50.94
2026-02-20,50.48,29.45,48.88
2026-02-23,49.23,31.38,47.7
2026-02-24,49.56,31.62,46.42
2026-02-25,51.45,31.58,46.63
2026-02-26,53.52,31.13,46.02
2026-02-27,53.12,30.36,46.4
2026-03-02,53.69,30.46,47.27
2026-03-03,54.72,30.64,46.98
2026-03-04,56.2,30.25,48.84
2026-03-05,55.97,30.66,51.36
2026-03-06,53.19,30.55,50.81
2026-03-09,55.2,30.33,54.71
2026-03-10,53.36,30.52,54.15
2026-03-11,53.96,30.2,53.49
2026-03-12,51.81,30.26,51.28
2026-03-13,50.33,30.3,51.13
2026-03-16,51.47,29.56,51.75
2026-03-17,51.85,29.4,50.62
2026-03-18,51.77,29.86,50.11
2026-03-19,52.74,29.71,52.56
2026-03-20,52.79,29.62,50.21
2026-03-23,51.14,29.82,49.92
2026-03-24,51.47,29.45,49.73
2026-03-25,50.77,29.6,49.45
2026-03-26,52.86,29.23,51.03
2026-03-27,51.65,28.98,49.85
2026-03-30,53.09,29.21,50.07
2026-03-31,53.37,28.63,52.06
2026-04-01,55.02,28.61,52.1
2026-04-02,55.81,28.52,51.84
2026-04-03,55.22,28.34,51.17
2026-04-06,56.12,28.17,50.59
2026-04-07,55.35,27.41,52.82
2026-04-08,55.98,27.83,52.06
2026-04-09,57.79,27.9,54.21
2026-04-10,57.78,27.88,53.43
2026-04-13,57.89,27.99,55.69
2026-04-14,59.87,28.03,57.62
2026-04-15,56.3,27.79,58.05
2026-04-16,57.41,28.0,57.99
2026-04-17,56.84,27.59,61.11
2026-04-20,58.25,28.24,61.16
2026-04-21,57.58,28.52,61.15
2026-04-22,57.43,28.5,60.09
2026-04-23,56.34,28.37,57.79
2026-04-24,57.09,28.8,56.57
2026-04-27,54.81,29.0,56.98
2026-04-28,54.84,28.3,53.95
2026-04-29,56.92,28.19,54.74
2026-04-30,56.84,28.4,52.81
2026-05-01,56.3,27.7,51.23
2026-05-04,55.43,26.8,50.59
2026-05-05,54.57,26.22,50.43
2026-05-06,54.57,25.82,53.29
2026-05-07,55.44,26.34,52.83
2026-05-08,56.55,26.7,51.35
2026-05-11,55.71,28.1,50.78
2026-05-12,56.32,27.99,51.99
2026-05-13,55.09,27.48,53.67
2026-05-14,55.35,26.25,53.73
2026-05-15,55.14,26.59,54.24
2026-05-18,55.56,26.62,54.71
2026-05-19,54.16,26.23,53.43
2026-05-20,52.58,26.6,55.07
2026-05-21,53.3,26.31,54.27
2026-05-22,52.79,26.83,55.1
2026-05-25,54.82,26.36,54.78
2026-05-26,53.31,25.69,54.56
2026-05-27,52.93,25.45,52.25
2026-05-28,53.17,25.32,53.61
2026-05-29,53.82,24.72,54.23
2026-06-01,53.13,25.4,54.21
2026-06-02,52.55,25.21,51.96
2026-06-03,54.03,26.17,49.47
2026-06-04,53.74,26.11,48.67
2026-06-05,55.19,26.7,48.36
2026-06-08,57.72,26.71,48.06
2026-06-09,58.09,26.35,50.04
2026-06-10,58.89,26.18,49.81
2026-06-11,57.72,26.3,48.03
2026-06-12,57.74,26.05,48.81
2026-06-15,59.07,26.42,48.67
2026-06-16,58.16,26.27,48.67
2026-06-17,58.8,26.0,47.38
2026-06-18,59.04,26.63,49.88
2026-06-19,60.08,26.16,51.88
2026-06-22,58.97,25.79,52.52
2026-06-23,57.19,26.16,52.47
2026-06-24,57.71,25.77,53.74
2026-06-25,58.37,25.6,55.19
2026-06-26,54.96,25.76,55.05
2026-06-29,54.01,25.84,55.85
2026-06-30,53.15,25.78,55.81
2026-07-01,53.62,26.35,55.12
2026-07-02,55.18,25.73,55.61
2026-07-03,53.11,25.76,56.76
2026-07-06,55.48,25.78,55.6
2026-07-07,56.75,25.8,55.78
2026-07-08,57.9,26.3,53.1
2026-07-09,57.98,26.29,51.54
2026-07-10,55.92,26.26,50.9
2026-07-13,55.04,26.19,50.42
2026-07-14,55.07,26.93,50.4
2026-07-15,57.36,27.53,51.79
2026-07-16,56.45,27.38,50.49
